order_item_id,order_id,product_id,quantity,item_price
8521,671,651,9,37.15
8522,5414,660,7,103.23
8523,6002,986,4,282.31
8524,2285,312,4,429.55
8525,5441,753,3,240.15
8526,8292,755,7,163.97
8527,2788,474,4,366.97
8528,7858,170,4,200.66
8529,408,47,7,411.89
8530,978,6,7,10.87
8531,5554,877,2,62.46
8532,8335,547,8,55.78
8533,7453,904,7,22.31
8534,8912,71,1,88.2
8535,9652,293,9,493.58
8536,8610,178,8,243.35
8537,9297,123,1,214.03
8538,545,757,5,455.55
8539,7154,912,6,398.49
8540,6961,521,8,139.73
8541,7545,843,7,403.18
8542,6303,725,5,45.92
8543,5906,828,1,359.33
8544,8965,563,4,14.12
8545,9886,814,9,109.04
8546,9261,327,8,444.29
8547,4224,908,2,189.86
8548,1574,576,2,237.59
8549,4973,883,8,325.21
8550,3794,744,3,348.48
8551,7520,533,5,77.05
8552,2654,5,9,464.22
8553,541,6,2,286.27
8554,2212,43,8,301.4
8555,9751,282,2,322.18
8556,8323,861,3,427.23
8557,5544,566,7,109.11
8558,3821,896,7,456.13
8559,2232,131,5,391.48
8560,9018,651,1,115.81
8561,2719,215,2,400.4
8562,7691,25,7,254.64
8563,1023,908,8,289.91
8564,5355,577,6,496.3
8565,4227,260,3,11.5
8566,8889,436,3,468.42
8567,9230,383,9,364.12
8568,814,961,3,177.5
8569,3838,710,6,365.98
8570,8851,418,3,105.31
8571,1084,475,3,259.15
8572,2975,109,9,408.91
8573,9376,528,8,108.67
8574,5567,715,7,282.48
8575,6682,654,3,26.0
8576,2625,870,5,419.17
8577,5506,625,1,178.43
8578,7550,586,2,167.19
8579,2733,957,9,131.83
8580,1998,565,3,360.93
8581,9441,118,5,91.24
8582,7676,186,4,21.79
8583,7778,575,8,142.8
8584,4344,141,1,333.11
8585,8204,301,6,29.86
8586,3608,226,6,216.45
8587,8929,225,8,404.32
8588,510,183,1,216.3
8589,9461,161,4,278.46
8590,6095,62,1,216.6
8591,5746,935,9,91.12
8592,4817,397,6,485.53
8593,3043,593,7,99.22
8594,4911,841,1,312.05
8595,6573,397,4,139.96
8596,1059,16,7,412.52
8597,4301,229,4,398.01
8598,9082,438,5,230.68
8599,5504,414,1,98.83
8600,2953,935,3,28.78
8601,5697,609,8,240.97
8602,7611,360,9,86.24
8603,2745,832,8,474.87
8604,9701,838,4,72.64
8605,7638,652,1,121.65
8606,3034,130,4,385.31
8607,6035,929,6,218.41
8608,9960,655,2,182.14
8609,9325,849,7,184.55
8610,1202,692,3,267.12
8611,249,163,8,269.88
8612,8004,351,4,165.38
8613,5277,478,9,348.6
8614,8422,635,1,146.87
8615,2676,38,1,123.7
8616,9477,976,5,434.29
8617,2876,298,9,60.36
8618,8513,877,6,485.06
8619,7295,232,2,285.07
8620,28,849,9,464.13
8621,510,764,7,491.12
8622,641,519,5,211.15
8623,3251,568,7,100.62
8624,3748,901,9,468.8
8625,2720,168,8,425.65
8626,3904,829,8,94.47
8627,5006,731,9,80.02
8628,9504,65,3,495.34
8629,3337,194,1,291.22
8630,9683,452,4,229.64
8631,1419,961,9,314.05
8632,7600,605,1,418.32
8633,9651,853,1,12.17
8634,3460,170,6,54.95
8635,4905,931,4,343.26
8636,7313,738,1,341.13
8637,7343,231,4,492.74
8638,9530,962,6,18.29
8639,5249,281,8,44.16
8640,3082,6,9,242.72
8641,347,264,6,330.84
8642,117,931,2,132.94
8643,9613,53,6,131.83
8644,3083,19,1,24.26
8645,1632,265,1,27.93
8646,2000,161,1,49.44
8647,8060,776,6,39.24
8648,7270,806,7,440.7
8649,8133,160,1,206.57
8650,6099,23,3,380.49
8651,8999,162,3,68.0
8652,7004,343,7,10.46
8653,1692,942,4,499.13
8654,2705,416,9,399.54
8655,5541,385,9,417.13
8656,3436,7,4,303.08
8657,8403,875,3,102.7
8658,9883,880,6,16.74
8659,1778,536,9,374.65
8660,3148,130,8,406.55
8661,8058,767,7,243.12
8662,2500,256,7,312.87
8663,687,250,5,489.38
8664,5067,914,9,172.05
8665,9122,339,2,425.74
8666,9507,618,5,437.09
8667,2834,356,5,46.27
8668,9966,312,5,240.2
8669,2246,860,8,291.87
8670,1186,483,1,76.6
8671,2465,32,4,208.57
8672,8576,589,1,229.24
8673,1522,838,5,142.48
8674,980,93,7,49.66
8675,4178,522,2,177.52
8676,3611,891,2,307.65
8677,7472,936,7,188.88
8678,5701,842,2,121.37
8679,7574,34,2,103.2
8680,1954,852,6,206.64
8681,5547,623,5,484.21
8682,9677,289,1,317.17
8683,884,971,7,57.26
8684,4824,344,2,73.32
8685,124,609,2,299.73
8686,526,508,3,127.85
8687,2087,313,9,417.22
8688,6412,662,1,39.34
8689,6100,944,8,121.95
8690,9569,204,2,319.2
8691,4407,222,9,330.04
8692,4136,32,5,358.19
8693,8027,637,9,434.08
8694,4877,620,9,484.63
8695,8773,723,5,104.44
8696,1994,429,2,133.19
8697,4526,1000,9,200.22
8698,8649,2,8,194.5
8699,9644,507,3,179.95
8700,204,462,1,35.78
8701,4214,183,5,432.07
8702,5924,59,2,333.4
8703,6366,289,9,394.72
8704,4993,96,5,499.88
8705,6207,505,7,247.28
8706,7502,762,1,70.88
8707,7460,617,1,417.36
8708,2193,211,8,372.57
8709,5050,782,8,385.25
8710,2710,964,8,84.72
8711,9375,962,7,378.55
8712,2829,458,5,298.3
8713,9151,571,1,30.04
8714,4075,989,8,149.61
8715,5951,783,7,114.05
8716,69,927,3,149.11
8717,1638,993,7,103.9
8718,5664,29,5,201.94
8719,8394,203,4,112.42
8720,8458,112,1,201.07
8721,6252,365,2,13.21
8722,3126,1000,2,369.29
8723,7095,123,2,176.79
8724,7506,713,9,147.33
8725,6334,303,6,430.16
8726,239,697,5,375.6
8727,5047,570,4,432.23
8728,8018,861,9,437.08
8729,291,255,9,366.18
8730,6465,229,7,33.49
8731,1809,341,5,52.34
8732,955,927,6,41.3
8733,7033,565,3,127.73
8734,1931,342,2,432.61
8735,6990,832,4,23.95
8736,8476,756,3,33.01
8737,8999,338,4,63.22
8738,7780,258,1,291.28
8739,5131,60,1,162.98
8740,6586,982,6,470.7
8741,2677,229,4,71.98
8742,3572,340,2,403.27
8743,3760,432,3,324.2
8744,9811,816,8,328.32
8745,5122,118,6,179.13
8746,9001,957,2,7.24
8747,3787,900,7,186.43
8748,942,26,2,302.68
8749,8232,340,1,369.99
8750,1339,662,5,278.75
8751,4653,171,9,490.63
8752,1322,253,5,295.34
8753,1655,532,1,46.12
8754,3069,349,2,428.23
8755,4739,304,4,328.13
8756,6594,377,5,260.96
8757,8587,351,2,390.66
8758,792,573,3,346.69
8759,6677,151,6,474.67
8760,744,748,6,234.77
8761,6525,829,1,356.81
8762,6575,230,8,232.27
8763,194,336,6,142.64
8764,7895,703,3,163.15
8765,4275,275,2,298.05
8766,3898,715,9,94.33
8767,8410,204,8,255.17
8768,3583,228,3,348.23
8769,5084,269,7,270.54
8770,8130,898,7,283.45
8771,5344,179,1,110.2
8772,7518,843,6,330.54
8773,7790,257,3,300.72
8774,3904,681,3,269.05
8775,1786,906,5,349.56
8776,7963,515,6,351.99
8777,9375,8,9,347.55
8778,524,336,5,74.59
8779,3297,932,3,296.55
8780,6957,619,1,350.9
8781,4480,40,3,306.14
8782,7712,935,4,100.49
8783,5686,980,7,16.8
8784,6648,431,5,306.21
8785,8561,887,3,114.13
8786,7795,700,9,414.67
8787,5591,776,6,468.02
8788,4384,330,5,420.07
8789,399,243,7,89.4
8790,2152,165,1,410.14
8791,5431,959,8,93.37
8792,3881,480,7,152.59
8793,127,283,5,414.97
8794,2088,95,6,76.9
8795,1771,131,9,97.98
8796,7026,935,1,423.32
8797,8439,774,3,493.64
8798,5926,209,9,319.75
8799,3319,522,3,310.59
8800,2082,981,6,272.58
8801,2058,925,2,126.06
8802,5288,541,9,23.71
8803,5904,660,5,227.9
8804,5336,847,8,424.24
8805,2990,578,2,444.84
8806,7576,481,8,255.27
8807,5722,524,5,470.14
8808,7079,525,3,284.1
8809,340,364,6,380.94
8810,2729,423,6,223.75
8811,1592,935,8,45.66
8812,7844,614,7,419.7
8813,5784,685,9,471.84
8814,3162,213,1,363.15
8815,9501,169,8,207.44
8816,8176,208,1,430.87
8817,4630,994,9,317.35
8818,6902,859,3,6.38
8819,2298,427,3,467.97
8820,5451,574,3,234.15
8821,7291,899,1,91.31
8822,4945,521,7,95.59
8823,9702,940,4,173.9
8824,5319,637,3,26.03
8825,3808,674,5,156.23
8826,13,19,1,50.12
8827,4035,486,5,104.96
8828,5531,858,2,13.93
8829,9773,87,8,342.1
8830,3434,530,9,289.92
8831,4634,237,9,50.62
8832,2052,174,3,388.82
8833,3877,104,8,345.59
8834,5909,937,2,81.43
8835,6131,237,1,25.5
8836,6428,638,1,71.84
8837,1824,561,7,62.87
8838,3431,102,1,307.12
8839,2741,948,6,30.36
8840,1789,586,8,158.92
8841,1953,171,4,182.71
8842,9144,138,2,47.42
8843,3421,597,4,174.92
8844,3028,678,9,285.28
8845,3102,38,2,164.48
8846,5874,943,5,465.69
8847,3589,391,2,146.54
8848,3846,761,1,327.23
8849,5738,780,9,271.66
8850,9340,820,5,190.71
8851,1418,617,6,484.6
8852,3910,417,6,430.16
8853,4746,985,8,104.33
8854,2773,860,4,486.37
8855,5176,24,1,14.45
8856,6276,432,7,10.36
8857,2250,287,6,52.24
8858,3859,82,7,181.05
8859,1626,255,8,185.65
8860,2750,535,5,32.63
8861,2606,327,6,372.8
8862,1848,498,2,163.83
8863,7208,584,5,474.26
8864,8771,630,3,499.13
8865,1137,399,5,346.64
8866,3134,550,9,62.07
8867,1158,156,3,261.0
8868,7453,859,3,393.45
8869,9842,127,1,459.53
8870,7276,277,1,216.19
8871,5414,27,7,5.11
8872,4373,943,9,206.38
8873,5612,568,2,288.47
8874,1587,637,2,59.95
8875,2324,874,1,324.82
8876,234,910,5,283.54
8877,9458,21,7,241.51
8878,7917,526,1,273.46
8879,32,241,8,19.77
8880,9564,107,1,377.68
8881,8952,582,1,350.89
8882,3204,716,4,104.39
8883,5895,540,2,42.94
8884,1795,881,9,199.36
8885,762,221,2,379.95
8886,4081,933,7,200.7
8887,282,614,2,362.7
8888,4072,67,1,389.33
8889,4626,636,9,27.73
8890,5979,801,4,200.72
8891,9008,242,7,494.21
8892,4560,524,1,18.02
8893,1471,396,8,448.0
8894,3288,203,6,62.87
8895,4260,220,2,307.21
8896,5707,691,9,475.13
8897,511,419,1,309.9
8898,7962,226,9,99.12
8899,8747,214,2,107.69
8900,6785,359,6,19.93
8901,9499,501,9,181.12
8902,5494,471,3,294.46
8903,259,780,3,406.11
8904,6589,19,3,293.45
8905,9417,351,9,456.47
8906,1666,315,2,347.25
8907,9596,885,4,278.69
8908,1866,781,8,106.99
8909,766,787,8,393.64
8910,8257,676,5,154.97
8911,3450,214,2,163.84
8912,2706,492,6,57.48
8913,5766,222,8,30.18
8914,4975,900,2,230.36
8915,196,269,4,65.75
8916,1384,84,4,172.6
8917,2436,743,9,419.71
8918,1451,902,1,168.09
8919,8415,44,9,312.16
8920,7925,588,8,426.22
8921,7059,976,1,78.83
8922,7317,877,6,473.55
8923,5629,849,2,282.3
8924,442,904,3,369.14
8925,9630,161,5,429.8
8926,2368,748,8,390.63
8927,4866,377,6,124.37
8928,9075,308,9,129.28
8929,7160,871,1,93.32
8930,451,117,5,101.64
8931,7040,972,4,403.25
8932,5199,602,8,282.39
8933,8935,339,5,68.7
8934,7287,781,9,157.96
8935,9737,888,2,43.28
8936,3351,766,8,414.75
8937,2830,650,1,309.61
8938,2614,930,8,86.39
8939,1916,607,9,419.41
8940,7213,667,3,449.0
8941,9441,954,2,354.21
8942,528,707,5,251.32
8943,4820,940,9,387.32
8944,7880,325,8,194.73
8945,8433,5,1,226.41
8946,8557,421,1,217.6
8947,1209,71,8,487.65
8948,4121,104,3,168.53
8949,6477,56,1,250.78
8950,2962,307,1,443.69
8951,4777,824,4,47.3
8952,2418,496,6,148.39
8953,1617,170,9,376.78
8954,9228,141,5,370.5
8955,8912,34,7,280.68
8956,4683,356,9,348.84
8957,9166,418,5,145.38
8958,6826,53,7,325.82
8959,1847,3,9,28.51
8960,1372,330,6,492.87
8961,1467,762,9,321.94
8962,8883,619,6,93.78
8963,88,611,6,362.06
8964,2513,805,3,321.46
8965,8686,692,5,482.32
8966,1246,646,7,148.02
8967,6117,149,2,32.89
8968,9334,506,6,95.74
8969,4232,301,2,212.29
8970,978,133,9,122.57
8971,8734,259,3,372.92
8972,6723,276,7,28.52
8973,9595,990,7,68.67
8974,9003,716,5,157.77
8975,4508,61,2,282.33
8976,3493,931,5,149.45
8977,4926,672,2,283.04
8978,1134,147,3,159.18
8979,4866,655,8,381.2
8980,7770,842,6,372.08
8981,8761,825,4,396.13
8982,3001,666,8,478.55
8983,9514,838,9,413.79
8984,7667,496,5,415.33
8985,6705,623,1,193.62
8986,7366,602,6,159.02
8987,6633,898,9,114.8
8988,1768,561,6,224.62
8989,2075,944,6,191.28
8990,1142,416,5,114.55
8991,1078,131,7,5.89
8992,4600,723,4,230.53
8993,6121,228,4,490.38
8994,8344,916,4,366.33
8995,4833,765,9,470.1
8996,8671,94,3,252.66
8997,1686,677,3,493.38
8998,3492,621,3,103.59
8999,1372,916,3,278.57
9000,5460,572,8,133.93
9001,3424,98,9,118.21
9002,9889,187,8,468.14
9003,3977,748,4,290.48
9004,1399,593,7,46.35
9005,5362,554,4,186.93
9006,1402,663,1,419.83
9007,9901,425,7,51.39
9008,1413,585,3,15.84
9009,6431,539,5,423.64
9010,3231,593,3,342.33
9011,7522,745,1,39.71
9012,5850,174,9,95.95
9013,6057,785,2,40.1
9014,4723,625,2,39.39
9015,8110,898,6,450.54
9016,1265,762,1,378.04
9017,2260,763,8,258.91
9018,363,527,4,162.9
9019,6277,971,3,307.62
9020,9725,886,5,146.36
9021,6421,953,8,75.39
9022,5385,485,1,245.95
9023,6749,169,5,423.41
9024,9576,585,9,343.96
9025,7832,782,2,393.51
9026,667,776,8,93.51
9027,2813,844,2,480.98
9028,2476,903,7,42.33
9029,6974,579,9,257.65
9030,3101,922,5,189.21
9031,3402,771,9,298.17
9032,5016,430,1,470.69
9033,2552,132,7,59.74
9034,2152,953,4,70.38
9035,6638,124,7,170.74
9036,388,736,1,322.41
9037,5865,174,7,77.44
9038,3162,782,7,69.62
9039,2381,387,7,396.89
9040,8569,141,2,398.44
9041,4336,648,6,341.87
9042,1281,440,3,208.2
9043,744,742,6,288.98
9044,7357,898,5,309.44
9045,3487,614,4,341.16
9046,8024,372,8,120.65
9047,1069,814,2,260.23
9048,9201,287,7,499.11
9049,6972,999,4,92.08
9050,7527,91,7,43.37
9051,8535,209,5,39.24
9052,631,547,5,335.18
9053,298,574,9,408.27
9054,8149,942,5,122.47
9055,8890,152,8,21.94
9056,5317,577,7,358.77
9057,1506,221,4,374.94
9058,2826,858,8,135.51
9059,8571,300,7,12.42
9060,8898,355,4,400.77
9061,2415,563,6,183.7
9062,5657,620,7,262.28
9063,8963,856,7,450.49
9064,9287,686,8,106.78
9065,5148,801,9,69.49
9066,4445,192,5,293.1
9067,7548,410,2,334.7
9068,9424,357,5,199.79
9069,1447,679,7,20.79
9070,2403,244,3,49.17
9071,5643,767,5,137.45
9072,1827,58,6,114.06
9073,7919,883,6,160.89
9074,3848,26,4,271.67
9075,1093,486,3,32.65
9076,4678,117,4,117.09
9077,1721,242,1,401.04
9078,883,230,8,88.35
9079,124,843,3,153.13
9080,3491,765,4,231.24
9081,5798,93,9,85.34
9082,603,221,9,380.62
9083,3832,707,6,18.87
9084,5461,713,4,217.1
9085,8497,227,8,275.64
9086,6947,569,7,66.54
9087,3229,582,6,345.42
9088,9444,760,6,53.16
9089,9129,585,9,280.32
9090,6509,767,4,449.04
9091,2314,776,6,86.68
9092,3290,603,2,287.63
9093,6997,126,9,413.06
9094,4845,290,7,111.56
9095,2199,499,8,14.34
9096,8878,472,2,15.59
9097,4236,752,5,126.27
9098,8247,837,9,359.44
9099,3213,522,3,172.89
9100,4170,724,7,242.28
9101,3207,22,5,33.6
9102,642,908,6,441.33
9103,4840,157,5,207.92
9104,6170,671,6,395.1
9105,7656,262,9,13.18
9106,62,110,7,351.39
9107,1224,775,1,253.2
9108,493,501,9,133.71
9109,6823,865,2,359.33
9110,6612,366,4,247.77
9111,1140,975,4,302.62
9112,5491,13,5,368.81
9113,6795,63,4,49.27
9114,1256,24,8,346.26
9115,2496,862,9,216.55
9116,3286,353,2,465.55
9117,2256,340,9,439.89
9118,9194,19,2,377.55
9119,1126,851,3,367.9
9120,3882,742,6,442.99
9121,4106,88,9,398.92
9122,1147,581,7,481.4
9123,787,150,8,432.31
9124,259,828,2,168.09
9125,3850,790,9,350.47
9126,6431,92,6,433.63
9127,6175,145,3,406.03
9128,4617,863,2,313.22
9129,8181,175,2,254.29
9130,716,391,9,46.29
9131,1644,145,4,163.62
9132,124,460,8,304.57
9133,1774,958,7,291.1
9134,9114,703,5,376.05
9135,2178,135,4,438.67
9136,6890,541,6,283.1
9137,1504,237,8,323.17
9138,5662,712,5,215.79
9139,7095,772,2,34.04
9140,2125,872,4,166.89
9141,3255,630,1,272.06
9142,2414,784,9,249.03
9143,4388,592,6,283.78
9144,6090,342,7,314.58
9145,5834,587,1,39.17
9146,157,699,5,11.1
9147,9316,41,9,117.83
9148,5004,246,1,271.36
9149,5754,828,1,173.4
9150,918,459,2,292.9
9151,6254,965,3,320.82
9152,1703,570,6,91.52
9153,1666,742,6,295.61
9154,5390,624,1,497.95
9155,7164,204,3,481.41
9156,5808,552,9,179.86
9157,2112,473,8,105.8
9158,3715,58,9,453.58
9159,6984,189,8,377.11
9160,5111,685,9,122.2
9161,2398,589,7,169.11
9162,5455,48,9,218.31
9163,1556,90,3,198.45
9164,4503,523,6,309.38
9165,344,568,6,363.14
9166,1545,488,1,450.29
9167,3997,791,7,92.23
9168,6849,973,3,186.0
9169,8231,545,2,376.14
9170,4383,180,7,349.58
9171,8047,116,4,449.78
9172,4987,28,7,356.12
9173,3424,115,1,62.1
9174,9221,900,8,361.31
9175,236,220,2,19.75
9176,7994,738,8,283.11
9177,9161,755,8,336.57
9178,5225,179,9,413.46
9179,1231,394,4,302.3
9180,239,820,1,319.4
9181,4925,712,8,80.29
9182,52,777,9,35.88
9183,9573,786,9,55.45
9184,1057,706,6,118.81
9185,8214,594,8,226.25
9186,8499,680,8,199.46
9187,7610,66,5,154.23
9188,2610,22,4,444.71
9189,3601,336,2,48.55
9190,1966,101,3,76.36
9191,6533,352,3,220.32
9192,3579,842,6,69.15
9193,5562,873,7,82.01
9194,2544,930,6,483.71
9195,505,176,1,249.65
9196,8329,272,7,56.97
9197,5085,49,9,30.73
9198,9495,354,8,368.81
9199,4015,613,5,195.37
9200,6308,575,4,145.83
9201,3615,936,5,345.48
9202,5143,312,3,350.86
9203,6072,354,9,183.43
9204,4807,876,5,475.59
9205,507,845,7,202.96
9206,9726,944,7,192.91
9207,4004,37,1,390.01
9208,8900,908,6,408.87
9209,9816,719,4,147.18
9210,7612,734,3,346.09
9211,1708,735,3,321.43
9212,8494,349,6,21.66
9213,2445,354,1,101.73
9214,8510,544,5,54.77
9215,5907,364,4,443.21
9216,2956,663,8,478.08
9217,2928,586,9,413.37
9218,858,584,8,158.99
9219,2721,277,7,430.77
9220,3023,203,3,33.79
9221,8869,908,8,344.21
9222,379,945,1,66.43
9223,8409,509,4,11.22
9224,6059,615,3,91.84
9225,7419,175,3,481.89
9226,4964,211,2,378.34
9227,4852,253,7,261.44
9228,2990,354,3,468.79
9229,3831,318,7,211.0
9230,5404,806,2,24.94
9231,9699,866,3,299.33
9232,6851,366,3,415.04
9233,9483,154,7,146.59
9234,1940,296,4,162.07
9235,4695,656,7,337.42
9236,7326,531,3,403.22
9237,7716,946,9,219.86
9238,8428,952,2,49.03
9239,9976,541,3,374.56
9240,7628,365,6,216.13
9241,4196,934,6,455.53
9242,2787,701,6,130.31
9243,1378,676,8,234.33
9244,2756,341,8,355.52
9245,2084,266,6,126.36
9246,4410,175,8,117.3
9247,6571,983,1,365.67
9248,4613,684,7,94.07
9249,6108,508,3,63.98
9250,4105,628,3,133.18
9251,3550,364,9,411.06
9252,4153,958,1,432.59
9253,7658,251,9,56.67
9254,5479,519,5,59.29
9255,2642,486,9,419.39
9256,5026,197,1,473.23
9257,7765,275,6,242.7
9258,2113,366,1,425.29
9259,3501,545,1,445.23
9260,5988,664,5,183.57
9261,7625,535,5,254.78
9262,9202,255,1,287.72
9263,1630,86,2,388.55
9264,9042,868,3,232.32
9265,7362,181,3,256.16
9266,6261,878,7,41.88
9267,6923,149,2,31.81
9268,7167,338,3,371.14
9269,479,614,1,243.72
9270,1311,91,1,49.37
9271,2144,549,1,124.23
9272,414,49,1,340.28
9273,9849,921,4,254.86
9274,3937,39,1,398.19
9275,8188,542,4,199.75
9276,1395,555,6,61.97
9277,2624,206,3,137.45
9278,2291,226,3,59.43
9279,639,438,5,242.83
9280,353,32,2,239.72
9281,140,638,4,41.64
9282,8444,95,1,99.79
9283,8861,433,9,485.09
9284,3843,2,3,491.83
9285,8509,511,8,174.61
9286,4019,303,4,76.61
9287,2927,487,6,98.25
9288,6893,611,4,45.31
9289,7243,535,4,47.32
9290,1053,390,6,100.53
9291,3564,853,8,237.87
9292,9316,730,9,357.87
9293,1344,734,2,83.23
9294,570,297,6,211.39
9295,7691,512,1,47.34
9296,3917,810,7,312.71
9297,9193,990,3,218.2
9298,2924,949,9,400.69
9299,4546,584,6,441.48
9300,3926,679,9,125.47
9301,3253,225,6,203.46
9302,7559,650,4,251.18
9303,3393,210,6,498.17
9304,2618,112,1,458.27
9305,5936,740,8,485.1
9306,4356,745,8,234.71
9307,2014,503,3,499.79
9308,1928,562,5,20.97
9309,5333,331,5,484.05
9310,6259,748,3,100.23
9311,4548,392,6,489.51
9312,6916,769,9,230.16
9313,3720,712,3,291.84
9314,9744,709,9,454.16
9315,1683,513,8,492.22
9316,385,451,5,89.95
9317,4709,283,9,306.45
9318,3037,365,7,347.97
9319,7024,189,3,355.54
9320,4653,125,2,109.07
9321,4446,688,5,39.66
9322,390,791,3,191.24
9323,2919,940,9,406.76
9324,2114,487,7,485.47
9325,1143,936,8,225.09
9326,746,907,6,457.54
9327,6152,877,9,362.54
9328,1731,651,6,63.41
9329,4386,868,3,175.99
9330,4124,614,2,373.47
9331,3231,799,1,226.38
9332,2515,956,9,329.73
9333,1770,311,6,381.01
9334,8300,408,4,490.59
9335,2487,318,5,459.5
9336,4299,147,8,175.4
9337,8969,501,1,402.36
9338,7993,352,8,189.39
9339,6445,808,7,324.91
9340,6022,358,9,35.5
9341,6047,273,4,393.12
9342,8630,946,5,495.63
9343,9227,867,8,271.77
9344,837,510,3,466.61
9345,4703,12,1,437.0
9346,642,143,1,10.71
9347,3175,167,6,49.35
9348,1809,269,2,220.98
9349,7654,94,9,135.93
9350,6254,106,5,204.17
9351,3876,787,9,257.75
9352,8835,713,8,241.4
9353,8895,313,8,85.35
9354,2849,604,5,78.47
9355,3613,236,2,209.73
9356,7063,60,6,347.0
9357,9915,747,5,297.68
9358,9041,696,3,47.58
9359,2555,409,9,144.97
9360,6321,360,7,210.26
9361,1463,233,9,169.54
9362,5963,900,4,226.26
9363,6812,948,3,222.26
9364,511,639,2,417.3
9365,2157,101,5,417.99
9366,2920,647,1,470.28
9367,5192,745,6,264.21
9368,6633,580,2,141.83
9369,8925,87,9,347.54
9370,1238,748,5,383.27
9371,1481,108,2,177.66
9372,2011,454,4,413.15
9373,6898,941,6,348.57
9374,5630,649,4,485.27
9375,4758,377,5,175.92
9376,7491,777,4,461.65
9377,2736,981,4,177.08
9378,4200,387,3,433.91
9379,7287,845,9,167.29
9380,6201,63,3,454.74
9381,578,230,4,13.36
9382,8080,978,8,205.52
9383,819,375,5,29.82
9384,7189,238,7,206.7
9385,4175,991,6,213.73
9386,1890,861,1,454.38
9387,559,247,2,400.89
9388,2934,386,5,136.94
9389,9812,671,3,418.46
9390,6832,38,8,94.83
9391,5950,244,8,347.78
9392,7644,519,2,142.3
9393,70,360,6,483.62
9394,1190,394,7,467.16
9395,2903,77,7,154.39
9396,4341,443,3,19.55
9397,8876,769,9,325.42
9398,5896,37,7,85.54
9399,7551,409,1,63.18
9400,5698,350,9,454.06
9401,3911,578,6,284.03
9402,8263,612,6,467.33
9403,5985,984,7,135.95
9404,7716,844,2,169.41
9405,9455,261,2,468.71
9406,7748,824,4,225.55
9407,2156,463,2,120.8
9408,7957,554,7,210.51
9409,9564,448,9,178.76
9410,1916,49,2,394.91
9411,7919,814,1,208.47
9412,4352,71,1,43.12
9413,7469,246,2,304.77
9414,7068,2,3,444.91
9415,5265,835,1,456.86
9416,5796,900,8,243.7
9417,9740,62,6,11.49
9418,4456,880,3,302.3
9419,7692,848,9,236.55
9420,1214,539,4,471.06
9421,6440,342,9,443.53
9422,9053,67,5,450.35
9423,9182,881,9,392.46
9424,2924,378,8,128.64
9425,1433,657,2,290.33
9426,341,726,5,423.83
9427,7382,948,1,394.27
9428,1199,839,1,412.78
9429,9660,57,3,241.4
9430,4297,286,1,136.55
9431,8187,456,6,36.22
9432,4194,723,6,142.85
9433,8114,455,5,14.66
9434,9484,193,9,166.61
9435,4935,912,4,476.49
9436,8544,626,3,137.45
9437,6611,505,3,465.51
9438,9494,122,1,486.53
9439,3088,872,4,55.91
9440,6074,479,7,406.8
9441,456,103,8,474.67
9442,5854,667,6,109.09
9443,3251,586,7,195.6
9444,9350,354,5,419.8
9445,258,175,8,74.62
9446,482,14,3,282.21
9447,4731,898,8,124.5
9448,1397,679,7,383.71
9449,5419,567,9,311.27
9450,5172,470,6,310.75
9451,6074,26,2,458.53
9452,7060,44,5,337.85
9453,6456,581,9,77.93
9454,6203,38,7,91.11
9455,6179,848,3,140.94
9456,648,524,2,23.78
9457,1612,105,8,185.69
9458,3885,756,8,194.54
9459,4983,364,1,356.19
9460,3587,490,2,167.45
9461,7674,273,5,428.98
9462,6081,793,5,195.18
9463,759,704,7,499.69
9464,633,88,5,240.16
9465,7849,651,9,444.27
9466,330,658,1,114.33
9467,5447,676,5,6.73
9468,8202,771,3,258.98
9469,985,339,6,259.88
9470,669,326,1,477.72
9471,442,599,2,101.67
9472,2926,1000,9,102.59
9473,4021,839,9,212.63
9474,5678,367,2,261.22
9475,8466,876,4,322.69
9476,4714,751,3,150.91
9477,9219,777,8,136.14
9478,2374,706,1,421.04
9479,9750,640,9,250.1
9480,3127,122,4,466.11
9481,2934,756,8,343.29
9482,8640,559,8,35.91
9483,3369,946,6,58.09
9484,6517,320,9,435.44
9485,3807,365,8,109.27
9486,5256,624,3,88.15
9487,8067,303,6,444.38
9488,8262,75,2,477.47
9489,4586,451,1,327.91
9490,4599,381,5,55.28
9491,5818,298,7,15.93
9492,117,305,6,301.42
9493,1814,30,4,34.18
9494,904,8,4,276.39
9495,8686,421,9,203.91
9496,6206,853,3,21.17
9497,3859,8,2,477.24
9498,2684,751,6,9.42
9499,4176,191,1,180.31
9500,3731,128,2,403.79
9501,6629,523,4,487.37
9502,5142,256,9,27.36
9503,5444,233,4,475.63
9504,1541,377,3,171.55
9505,8089,698,1,83.44
9506,7960,633,8,412.7
9507,626,930,4,323.09
9508,5973,679,2,54.13
9509,6163,656,7,311.08
9510,6798,839,1,409.22
9511,4859,900,3,276.75
9512,838,352,5,174.61
9513,2016,613,7,110.84
9514,5157,430,3,376.5
9515,8264,22,4,202.59
9516,7235,711,5,416.81
9517,4749,269,2,383.27
9518,64,82,9,377.44
9519,8222,682,7,398.0
9520,4653,930,2,280.03
9521,6790,511,6,390.9
9522,7184,13,7,440.0
9523,2326,994,4,153.98
9524,5851,925,4,129.64
9525,4373,894,8,232.09
